ID,Loại,Mã sản phẩm,Tên,Đã đăng,Nhãn nổi bật?,Hiển thị trong danh mục,Mô tả ngắn,Mô tả,Ngày bắt đầu giảm giá,Ngày kết thúc giảm giá,Trạng thái thuế,Lớp thuế,Còn hàng?,Kho,Số lượng tồn kho ít,Cho phép đặt trước?,Bán riêng?,Cân nặng (kg),Độ dài (cm),Độ rộng (cm),Chiều cao (cm),Cho phép đánh giá của khách hàng?,Ghi chú thanh toán,Giá khuyến mãi,Giá bán thường,Danh mục,Từ khóa,Lớp giao hàng,Hình ảnh,Giới hạn tải xuống,Ngày hết hạn tải về,Gốc,Các sản phẩm theo nhóm,Upsells,Bán chéo,URL ngoài,Nội dung nút bấm,Vị trí,Tên thuộc tính 1,Giá trị thuộc tính 1,Thuộc tính hiển thị 1,Thuộc tính toàn cục 1,Tên thuộc tính 2,Giá trị thuộc tính 2,Thuộc tính hiển thị 2,Thuộc tính toàn cục 2,Tên thuộc tính 3,Giá trị thuộc tính 3,Thuộc tính hiển thị 3,Thuộc tính toàn cục 3,Tên thuộc tính 4,Giá trị thuộc tính 4,Thuộc tính hiển thị 4,Thuộc tính toàn cục 4,Tên thuộc tính 5,Giá trị thuộc tính 5,Thuộc tính hiển thị 5,Thuộc tính toàn cục 5,Tên thuộc tính 6,Giá trị thuộc tính 6,Thuộc tính hiển thị 6,Thuộc tính toàn cục 6,Meta: _customize_changeset_uuid,Meta: __update,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_primary_pwb-brand,Meta: _yoast_wpseo_primary_product_cat
428,simple,,Cardhu 18 Năm,1,0,visible,,"<div>
                                
    </div>",,,,Còn hàng,1,,,,,,,,,,,,2300000,Whisky,,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/cardhu-18-nam-999.jpg,,,,,,,,,,Dung Tích,700 ml,1,1,Nồng Độ,40%,1,1,Tuổi Rượu,18 năm,1,1,Thương Hiệu,Cardhu,1,1,Xuất xứ,Scotland,1,1,Phân Loại,Single Malt Scotch Whisky,1,1,,,,,
429,simple,,Cardhu 12 Năm,1,0,visible,,"<div>
                                
    </div>",,,,Hết hàng,0,,,,,,,,,,,,1450000,Whisky,,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/cardhu-12-nam-143.jpg,,,,,,,,,,Dung Tích,700 ml,1,1,Nồng Độ,40%,1,1,Tuổi Rượu,12 năm,1,1,Thương Hiệu,Cardhu,1,1,Xuất xứ,Scotland,1,1,Phân Loại,Single Malt Scotch Whisky,1,1,,,,,
430,simple,,Cardhu 12 Năm kèm túi da,1,0,visible,,"<div>
                                
    </div>",,,,Còn hàng,1,,,,,,,,,,,,1500000,Whisky,,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/cardhu-12-nam-kem-tui-da-144.jpg,,,,,,,,,,Dung Tích,700 ml,1,1,Nồng Độ,40%,1,1,Tuổi Rượu,12 năm,1,1,Thương Hiệu,Cardhu,1,1,Xuất xứ,Scotland,1,1,Phân Loại,Single Malt Scotch Whisky,1,1,,,,,
431,simple,,Captain Morgan Original Black,1,0,visible,,"<div>
                                
    </div>",,,,Hết hàng,0,,,,,,,,,,,,370000,Liqueur / Tequila / Gin / Rum,,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/captain-morgan-original-black-142.jpg,,,,,,,,,,Dung Tích,750 ml,1,1,Nồng Độ,35%,1,1,Tuổi Rượu,,1,1,Thương Hiệu,Captain Morgan,1,1,Xuất xứ,Jamaica,1,1,Phân Loại,Rum,1,1,,,,,
432,simple,,Captain Morgan Gold Spiced,1,0,visible,,"<div>
                                
    </div>",,,,Hết hàng,0,,,,,,,,,,,,400000,Liqueur / Tequila / Gin / Rum,,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/captain-morgan-gold-spiced-141.jpg,,,,,,,,,,Dung Tích,750 ml,1,1,Nồng Độ,35%,1,1,Tuổi Rượu,,1,1,Thương Hiệu,Captain Morgan,1,1,Xuất xứ,Jamaica,1,1,Phân Loại,Rum,1,1,,,,,
433,simple,,Captain Morgan Gold Spiced,1,0,visible,,"<div>
                                <div>
                    <h3>Chi tiết sản phẩm</h3>
                    <p>Khuyến mãi: Mua 1 tặng 1</p>    <p>✅ Captain Morgan là loại Rum có nguồn gốc xuất xứ từ Jamaica. Ở đây người ta người ta sản xuất Rum từ mật mía, là loại Rum được ủ trong thùng gỗ Sồi từ 6 tháng đến 4 năm. Đối với loại Rum sẫm màu người ta thêm Caramel vào rượu và ủ từ 3 đến 12 năm trong những thùng gỗ Sồi ở những hòn đảo nhiệt đới của Jamaica, Haiti và Martinique.</p>    <p>✅ Captain Morgan là dòng Rum nhẹ được làm từ mía đường lên men tự nhiên, sau đó được chưng cất 2 lần trong nồi đồng rồi được ủ trong thùng gỗ sồi. Đây là dòng rượu Rum có hương vị phong phú không thể nhầm lẫn, là sự pha trộn và lên men liên tục của rượu trong những thùng gỗ Sồi.</p>    <p>✅ Captain Morgan Rum có 2 loại: Black ( Đen ) &amp; Gold ( Vàng )</p>    <p>✅ Rượu Captain Morgan ngon hơn cả khi dùng với Cola. Tuy nhiên bạn có thể uống với Chanh, nước Táo, hoặc pha với nước So</p>
                </div>
                                
    </div>",,,,Còn hàng,1,,,,,,,,,,,,280000,Liqueur / Tequila / Gin / Rum,Khuyến mãi,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/captain-morgan-gold-spiced-140.jpg,,,,,,,,,,Dung Tích,500 ml,1,1,Nồng Độ,37.5%,1,1,Tuổi Rượu,,1,1,Thương Hiệu,Captain Morgan,1,1,Xuất xứ,Jamaica,1,1,Phân Loại,Rum,1,1,,,,,
434,simple,,Captain Morgan Gold Spiced,1,0,visible,,"<div>
                                
    </div>",,,,Hết hàng,0,,,,,,,,,,,,180000,Liqueur / Tequila / Gin / Rum,,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/captain-morgan-gold-spiced-139.jpg,,,,,,,,,,Dung Tích,200 ml,1,1,Nồng Độ,35%,1,1,Tuổi Rượu,,1,1,Thương Hiệu,Captain Morgan,1,1,Xuất xứ,Jamaica,1,1,Phân Loại,Rum,1,1,,,,,
435,simple,,Caol ila 12 Năm,1,0,visible,,"<div>
                                
    </div>",,,,Còn hàng,1,,,,,,,,,,,,1200000,Whisky,,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/caol-ila-12-nam-998.jpg,,,,,,,,,,Dung Tích,700 ml,1,1,Nồng Độ,43%,1,1,Tuổi Rượu,12 năm,1,1,Thương Hiệu,Caol ila,1,1,Xuất xứ,Scotland,1,1,Phân Loại,Single Malt Scotch Whisky,1,1,,,,,
436,simple,,Canadian club,1,0,visible,,"<div>
                                
    </div>",,,,Hết hàng,0,,,,,,,,,,,,370000,Whisky,,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/canadian-club-138.jpg,,,,,,,,,,Dung Tích,750 ml,1,1,Nồng Độ,40%,1,1,Tuổi Rượu,NAS (No Age Statement),1,1,Thương Hiệu,Canadian club,1,1,Xuất xứ,Canada,1,1,Phân Loại,Blended Whisky,1,1,,,,,
437,simple,,Camus XO Superior,1,0,visible,,"<div>
                                
    </div>",,,,Còn hàng,1,,,,,,,,,,,,1000000,Cognac,,,https://cdn-images.kiotviet.vn/ctydailoi/a28b3f8d708c4d9bb5a1f849cb073993.jpg,,,,,,,,,,Dung Tích,350 ml,1,1,Nồng Độ,40%,1,1,Tuổi Rượu,XO,1,1,Thương Hiệu,Camus,1,1,Xuất xứ,Pháp,1,1,Phân Loại,Cognac,1,1,,,,,
438,simple,,Camus XO Elegance,1,0,visible,,"<div>
                                
    </div>",,,,Còn hàng,1,,,,,,,,,,,,2650000,Cognac,,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/camus-xo-elegance-137.jpg,,,,,,,,,,Dung Tích,700 ml,1,1,Nồng Độ,40%,1,1,Tuổi Rượu,XO,1,1,Thương Hiệu,Camus,1,1,Xuất xứ,Pháp,1,1,Phân Loại,Cognac,1,1,,,,,
439,simple,,Camus VSOP Elegance,1,0,visible,,"<div>
                                
    </div>",,,,Còn hàng,1,,,,,,,,,,,,940000,Cognac,,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/camus-vsop-elegance-136.jpg,,,,,,,,,,Dung Tích,700 ml,1,1,Nồng Độ,40%,1,1,Tuổi Rượu,VSOP,1,1,Thương Hiệu,Camus,1,1,Xuất xứ,Pháp,1,1,Phân Loại,Cognac,1,1,,,,,
440,simple,,Campo Viejo Viura White,1,0,visible,,"<div>
                                
    </div>",,,,Hết hàng,0,,,,,,,,,,,,580000,Vang / Champagne / Nước Trái Cây,,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/campo-viejo-viura-white-135.jpg,,,,,,,,,,Dung Tích,750 ml,1,1,Nồng Độ,12%,1,1,Tuổi Rượu,,1,1,Thương Hiệu,Campo Viejo,1,1,Xuất xứ,Tây Ban Nha,1,1,Phân Loại,Vang Trắng,1,1,,,,,
441,simple,,Camus Extra Elegance,1,0,visible,,"<div>
                                
    </div>",,,,Còn hàng,1,,,,,,,,,,,,8500000,Cognac,,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/camus-extra-elegance-1321.jpg,,,,,,,,,,Dung Tích,700 ml,1,1,Nồng Độ,40%,1,1,Tuổi Rượu,XO,1,1,Thương Hiệu,Camus,1,1,Xuất xứ,Pháp,1,1,Phân Loại,Cognac,1,1,,,,,
442,simple,,Campo Viejo Reserva Red,1,0,visible,,"<div>
                                
    </div>",,,,Hết hàng,0,,,,,,,,,,,,750000,Vang / Champagne / Nước Trái Cây,,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/campo-viejo-reserva-red-134.jpg,,,,,,,,,,Dung Tích,750 ml,1,1,Nồng Độ,13%,1,1,Tuổi Rượu,,1,1,Thương Hiệu,Campo Viejo,1,1,Xuất xứ,Tây Ban Nha,1,1,Phân Loại,Vang Đỏ,1,1,,,,,
443,simple,,Campo Viejo Gran Reserva Red,1,0,visible,,"<div>
                                
    </div>",,,,Còn hàng,1,,,,,,,,,,,,750000,Vang / Champagne / Nước Trái Cây,,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/campo-viejo-gran-reserva-red-133.jpg,,,,,,,,,,Dung Tích,750 ml,1,1,Nồng Độ,13%,1,1,Tuổi Rượu,,1,1,Thương Hiệu,Campo Viejo,1,1,Xuất xứ,Tây Ban Nha,1,1,Phân Loại,Vang Đỏ,1,1,,,,,
444,simple,,Campari,1,0,visible,,"<div>
                                
    </div>",,,,Còn hàng,1,,,,,,,,,,,,360000,Liqueur / Tequila / Gin / Rum,,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/campari-132.jpg,,,,,,,,,,Dung Tích,700 ml,1,1,Nồng Độ,25%,1,1,Tuổi Rượu,,1,1,Thương Hiệu,Campari,1,1,Xuất xứ,Ý,1,1,Phân Loại,Liqueur,1,1,,,,,
445,simple,,Camino real gold,1,0,visible,,"<div>
                                
    </div>",,,,Còn hàng,1,,,,,,,,,,,,300000,Liqueur / Tequila / Gin / Rum,,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/camino-real-gold-996.jpg,,,,,,,,,,Dung Tích,750 ml,1,1,Nồng Độ,35%,1,1,Tuổi Rượu,,1,1,Thương Hiệu,Camino,1,1,Xuất xứ,Mexico,1,1,Phân Loại,Tequila,1,1,,,,,
446,simple,,Cafe de paris Sparkling Wine Thường,1,0,visible,,"<div>
                                <div>
                    <h3>Chi tiết sản phẩm</h3>
                    <hr>  <h2><strong>RƯỢU CAFÉ DE PARIS BRUT</strong></h2>    <p><strong>Màu sắc</strong>: sắc vàng nhạt với bọt sủi tăm nhẹ.</p>    <p><strong>Mùi hương</strong>: hỗn hợp mùi hương nhẹ nhàng mà sâu lắng, sự kết hợp giữa những tầng hương khoáng chất và thảo mộc với sự tươi mát từ hoa và cây cỏ.</p>    <p><strong>Hương vị</strong>: tươi mát và mãnh liệt trong vòm miệng, với vị ngọt và cay ấm nhẹ (bánh mì hoa cúc, quế) cùng vị tươi thanh tao của rau củ như măng tây và nấm truffle.</p>    <p>Dùng với món tráng miệng có nhiều gia vị, như bánh táo rắc bột quế; ướp lạnh khi sử dụng.</p>    <hr>  <p> </p>
                </div>
                                
    </div>",,,,Còn hàng,1,,,,,,,,,,,,350000,Vang / Champagne / Nước Trái Cây,,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/cafe-de-paris-sparkling-wine-thuong-130.jpg,,,,,,,,,,Dung Tích,750 ml,1,1,Nồng Độ,6%,1,1,Tuổi Rượu,,1,1,Thương Hiệu,Cafe de paris,1,1,Xuất xứ,Pháp,1,1,Phân Loại,Vang Nổ,1,1,,,,,
447,simple,,Cafe de paris Peach 75CL (Mùi Đào),1,0,visible,,"<div>
                                <div>
                    <h3>Chi tiết sản phẩm</h3>
                    <hr>  <h2><strong>RƯỢU CAFÉ DE PARIS PEACH</strong></h2>    <p><strong>Màu sắc</strong>: sắc vàng nhạt óng ả với một chút phớt xanh lá.</p>    <p><strong>Mùi hương</strong>: mùi ngọt ngào từ trái đào tươi, phảng phất hương bánh kẹo ngọt và hương rượu thơm.</p>    <p><strong>Hương vị</strong>: ngọt ngào mà vẫn tươi mát với thoảng vị mứt mơ, mứt đào.</p>    <p>Dùng như rượu khai vị, ướp lạnh khi sử dụng.</p>    <hr>  <p> </p>
                </div>
                                
    </div>",,,,Hết hàng,0,,,,,,,,,,,,450000,Vang / Champagne / Nước Trái Cây,Rượu vang Pháp,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/cafe-de-paris-peach-75cl-mui-dao-128.jpg,,,,,,,,,,Dung Tích,750 ml,1,1,Nồng Độ,6%,1,1,Tuổi Rượu,,1,1,Thương Hiệu,Cafe de paris,1,1,Xuất xứ,Pháp,1,1,Phân Loại,Vang Nổ,1,1,,,,,
448,simple,,Cachaca 51,1,0,visible,,"<div>
                                
    </div>",,,,Còn hàng,1,,,,,,,,,,,,700000,Liqueur / Tequila / Gin / Rum,,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/cachaca-51-126.jpg,,,,,,,,,,Dung Tích,1000 ml,1,1,Nồng Độ,40%,1,1,Tuổi Rượu,,1,1,Thương Hiệu,Cachaca 51,1,1,Xuất xứ,Brazil,1,1,Phân Loại,Rum,1,1,,,,,
449,simple,,Cafe de paris Lychee (Mùi Vải),1,0,visible,,"<div>
                                <div>
                    <h3>Chi tiết sản phẩm</h3>
                    <hr>  <h2><strong>RƯỢU CAFÉ DE PARIS LYCHEE</strong></h2>    <p><strong>Màu sắc</strong>: sắc vàng nhạt óng ả với một chút phớt xanh lá, tan theo bọt sủi tăm nhẹ nhàng trong suốt.</p>    <p><strong>Mùi hương</strong>: hương thơm dễ chịu và tươi mát nhưng không kém phần đậm đà nổi bật của trái vải nhiệt đới.</p>    <p><strong>Hương vị</strong>: vị trái vải mọng nước và ngọt lịm, chút chua nhẹ và phảng phất dư vị quả Anh Đào.</p>    <p>Dùng kèm với bánh qui bơ mặn để cân bằng vị ngọt, ướp lạnh khi sử dụng.</p>    <hr>  <p> </p>
                </div>
                                
    </div>",,,,Hết hàng,0,,,,,,,,,,,,450000,Vang / Champagne / Nước Trái Cây,Rượu vang Pháp,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/cafe-de-paris-lychee-mui-vai-127.jpg,,,,,,,,,,Dung Tích,750 ml,1,1,Nồng Độ,6%,1,1,Tuổi Rượu,,1,1,Thương Hiệu,Cafe de paris,1,1,Xuất xứ,Pháp,1,1,Phân Loại,Vang Nổ,1,1,,,,,
450,simple,,Bushmills Original Irish Whiskey,1,0,visible,,"<div>
                                
    </div>",,,,Còn hàng,1,,,,,,,,,,,,550000,Whisky,,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/bushmills-original-irish-whiskey-124.jpg,,,,,,,,,,Dung Tích,700 ml,1,1,Nồng Độ,40%,1,1,Tuổi Rượu,NAS (No Age Statement),1,1,Thương Hiệu,Bushmills,1,1,Xuất xứ,Ireland,1,1,Phân Loại,Single Malt Whisky,1,1,,,,,
451,simple,,Bushmills black bush,1,0,visible,,"<div>
                                
    </div>",,,,Còn hàng,1,,,,,,,,,,,,850000,Whisky,,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/bushmills-black-bush-123.jpg,,,,,,,,,,Dung Tích,700 ml,1,1,Nồng Độ,40%,1,1,Tuổi Rượu,NAS (No Age Statement),1,1,Thương Hiệu,Bushmills,1,1,Xuất xứ,Ireland,1,1,Phân Loại,Single Malt Whisky,1,1,,,,,
452,simple,,Bushmills 21 Năm,1,0,visible,,"<div>
                                
    </div>",,,,Hết hàng,0,,,,,,,,,,,,5450000,Whisky,,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/bushmills-21-nam-122.jpg,,,,,,,,,,Dung Tích,700 ml,1,1,Nồng Độ,40%,1,1,Tuổi Rượu,21 năm,1,1,Thương Hiệu,Bushmills,1,1,Xuất xứ,Ireland,1,1,Phân Loại,Single Malt Whisky,1,1,,,,,
453,simple,,Bushmills 10 Năm,1,0,visible,,"<div>
                                
    </div>",,,,Hết hàng,0,,,,,,,,,,,,1100000,Whisky,,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/bushmills-10-nam-121.jpg,,,,,,,,,,Dung Tích,700 ml,1,1,Nồng Độ,40%,1,1,Tuổi Rượu,10 năm,1,1,Thương Hiệu,Bushmills,1,1,Xuất xứ,Ireland,1,1,Phân Loại,Single Malt Whisky,1,1,,,,,
454,simple,,Bundaberg Original Rum,1,0,visible,,"<div>
                                
    </div>",,,,Còn hàng,1,,,,,,,,,,,,500000,Liqueur / Tequila / Gin / Rum,,,https://cdn-images.kiotviet.vn/ctydailoi/06256e4aeeee43ea810c632aafb35611.jpg,,,,,,,,,,Dung Tích,700 ml,1,1,Nồng Độ,37%,1,1,Tuổi Rượu,,1,1,Thương Hiệu,Bundaberg,1,1,Xuất xứ,Úc,1,1,Phân Loại,Rum,1,1,,,,,
455,simple,,Bulleit Bourbon,1,0,visible,,"<div>
                                <div>
                    <h3>Chi tiết sản phẩm</h3>
                    <p><strong>Bulleit Bourbon</strong> là một trong những Bourbons phát triển nhanh nhất ở Mỹ. Rượu trưởng thành trongc các thùng gỗ sồi nhỏ  và thời gian ủ không dưới sáu năm, cung cấp một hương vị mạnh mẽ, phức tạp. Kinh nghiệm 175 năm độc đáo của nhà Bulleit , với một lượng lớn hạt lúa mạch đen, mang đến cho Bulleit hương vị đặc biệt của nó: toàn thân và cay với một kết thúc dài, mịn sâu.</p>

<p><strong>Rượu Bulleit Bourbon,</strong><br>
Bourleit Bourbon được lấy cảm hứng từ rượu whisky do Augustus Bulleit tiên phong cách đây 150 năm. Chỉ sử dụng các thành phần có chất lượng cao nhất. Sự tinh tế và phức tạp của Bulleit Bourbon xuất phát từ sự pha trộn độc đáo của lúa mạch đen, ngô và mạch nha, cùng với các dòng đặc biệt của nấm men và nước lọc tinh khiết Kentucky. Do hàm lượng lúa mạch đen cao đặc biệt, Bulleit Bourbon có đặc tính táo bạo, mịn sạch và cay.<br>
<br>
<strong><em>Đặc tính sản phẩm</em></strong><br>
Màu hổ phách có màu trung bình, với hương vị nhẹ nhàng và hương vị của sồi ngọt. Mỡ giữa là mịn với tông của cây phong, sồi, và hạt. Kết thúc là dài, khô, và kết thúc với một hương vị đậm đà, đầy cá tính và dư vị êm mượt, thuần khiết<br>
<br>
<strong><em>Các giải thưởng Rượu Bulleit Bourbon đã đạt được: </em></strong><br>
<br>
San Francisco World Spirits Competition<br>
<br>
2012, 2007, 2004: Gold Medal<br>
<br>
2014, 2006, 2005: Silver Medal<br>
<br>
Beverage Testing Institute<br>
<br>
2012, 2008: Gold Medal, Exceptional<br>
<br>
Ultimate Spirits Challenge<br>
<br>
2015: 94, Excellent, Highly Recommended<br>
<br>
2013: 92, Excellent, Highly Recommended<br>
<br>
2012: 95, Finalist, Extraordinary, Ultimate Recommendation<br>
---------------------------------------------------------------------------------<br>
Các sản phẩm thuộc Bulleit Whiskeys<br>
<strong>1- Bulleit Bourbon</strong>: Bourleit Bourbon được lấy cảm hứng từ rượu whisky do Augustus Bulleit tiên phong cách đây 150 năm. Chỉ sử dụng các thành phần có chất lượng cao nhất. Sự tinh tế và phức tạp của Bulleit Bourbon xuất phát từ sự pha trộn độc đáo của lúa mạch đen, ngô và mạch nha, cùng với các dòng đặc biệt của nấm men và nước lọc tinh khiết Kentucky. Do hàm lượng lúa mạch đen cao đặc biệt, Bulleit Bourbon có đặc tính táo bạo, mịn sạch và cay.<br>
<br>
<strong>2- Bulleit Rye</strong>: Bulleit Rye là một loại rượu whisky làm từ lúa mạch đen, giàu kinh nghiệm, từng được trao giải thưởng với một đặc tính gia vị và tính phức tạp chưa từng có. Ra đời năm 2011, nó tiếp tục được công nhận là một trong những loại thức uống có chất lượng cao nhất có sẵn.<br>
<br>
<strong>3- Bulleit Bourbon 10 Year Old</strong>: Bulleit Bourbon 10 tuổi là bộ sưu tập được lựa chọn của Tom Bulleit. Chọn cây sồi trắng Mỹ làm thùng Bulleit Bourbon được ủi 10 năm. Kết quả là một biểu hiện đặc biệt của Bulleit cung cấp một trải nghiệm nhấm nháp phong phú, sâu, vô cùng trơn tru.</p>
                </div>
                                
    </div>",,,,Còn hàng,1,,,,,,,,,,,,700000,Whisky,,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/bulleit-bourbon-119.jpg,,,,,,,,,,Dung Tích,700 ml,1,1,Nồng Độ,40%,1,1,Tuổi Rượu,,1,1,Thương Hiệu,Bulleit,1,1,Xuất xứ,Mỹ,1,1,Phân Loại,Bourbon Whisky,1,1,,,,,
456,simple,,Absolut Elyx,1,0,visible,,"<div>
                                <div>
                    <h3>Chi tiết sản phẩm</h3>
                    <hr>
<h2><strong>RƯỢU ABSOLUT ELYX </strong></h2>

<p><strong>HOÀN HẢO TRONG TỪNG CHI TIẾT</strong></p>

<p>Absolut Elyx mang danh là dòng vodka được chế tác thủ công (handcraft vodka), thừa hưởng và nắm bắt mọi sự tinh túy trong di sản của nền sản xuất vodka lò Absolut.</p>

<p>Rượu được chưng cất từ những lò nấu bằng đồng có từ 1929, và được vận hành hoàn toàn bằng tay từ chỉ rất ít người có sự am hiểu kiến thức, kỹ thuật và sự lành nghề được thừa hưởng qua nhiều thế hệ sản xuất vodka.</p>

<p>Lúa mạch vụ đông được kiểm soát từ khâu gieo hạt đến lúc thu hoạch và nguồn nước ngầm thiên nhiên tinh khiết trong một bán kính 25km xung quanh vùng Ahus (Nam Thụy Điển) là nguyên liệu tuyệt vời để tạo nên dòng vodka hoàn hảo Absolut Elyx.</p>

<h3><img alt=""Rượu Absolut Vodka Elyx"" src=""https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/absolut-elyx-vodka.jpg"" title=""Rượu Absolut Vodka Elyx""><br>
HÌNH ẢNH RƯỢU ABSOLUT ELYX</h3>

<p>Từng giọt Absolut Elyx được tạo ra chỉ sử dụng duy nhất lúa mì đông thượng hạng thu hoạch trong một vùng duy nhất tại miền Nam Thụy Điển - The Rabelof Estate. Nơi đã bắt đầu cung cấp lúa mì từ những năm 1400. Quá trình kiểm tra, chọn lọc lúa mì được tiến hành rất chặt chẽ.</p>

<p>Rượu vodka Absolut Elyx do được chưng cất từ những lò nấu bằng đồng nên mang hương vị thanh thoát, cực kì êm mượt và tự nhiên. Hương thơm đặc trưng của hương hoa và cây trái, vị đậm đà và tươi mới, êm ái như lụa cùng dư vị kéo dài đặc trưng của các loại gia vị tạo nên một dòng vodka hoàn hảo.</p>

<hr>
                </div>
                                
    </div>",,,,Hết hàng,0,,,,,,,,,,,,1500000,Vodka,,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/absolut-elyx-11.jpg,,,,,,,,,,Dung Tích,750 ml,1,1,Nồng Độ,40%,1,1,Tuổi Rượu,,1,1,Thương Hiệu,Absolut,1,1,Xuất xứ,Thụy Điển,1,1,Phân Loại,Vodka Tinh Khiết,1,1,,,,,
457,simple,,Absolut Elyx,1,0,visible,,"<div>
                                <div>
                    <h3>Chi tiết sản phẩm</h3>
                    <hr>
<h2><strong>RƯỢU ABSOLUT ELYX 4,5L</strong></h2>

<p><strong>HOÀN HẢO TRONG TỪNG CHI TIẾT</strong></p>

<p>Absolut Elyx mang danh là dòng vodka được chế tác thủ công (handcraft vodka), thừa hưởng và nắm bắt mọi sự tinh túy trong di sản của nền sản xuất vodka lò Absolut.</p>

<p>Rượu được chưng cất từ những lò nấu bằng đồng có từ 1929, và được vận hành hoàn toàn bằng tay từ chỉ rất ít người có sự am hiểu kiến thức, kỹ thuật và sự lành nghề được thừa hưởng qua nhiều thế hệ sản xuất vodka.</p>

<p>Lúa mạch vụ đông được kiểm soát từ khâu gieo hạt đến lúc thu hoạch và nguồn nước ngầm thiên nhiên tinh khiết trong một bán kính 25km xung quanh vùng Ahus (Nam Thụy Điển) là nguyên liệu tuyệt vời để tạo nên dòng vodka hoàn hảo Absolut Elyx.</p>

<h3><img alt=""Rượu Absolut Vodka Elyx"" src=""https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/absolut-elyx-vodka.jpg"" title=""Rượu Absolut Vodka Elyx""><br>
HÌNH ẢNH RƯỢU ABSOLUT ELYX</h3>

<p>Từng giọt Absolut Elyx được tạo ra chỉ sử dụng duy nhất lúa mì đông thượng hạng thu hoạch trong một vùng duy nhất tại miền Nam Thụy Điển - The Rabelof Estate. Nơi đã bắt đầu cung cấp lúa mì từ những năm 1400. Quá trình kiểm tra, chọn lọc lúa mì được tiến hành rất chặt chẽ.</p>

<p>Rượu vodka Absolut Elyx do được chưng cất từ những lò nấu bằng đồng nên mang hương vị thanh thoát, cực kì êm mượt và tự nhiên. Hương thơm đặc trưng của hương hoa và cây trái, vị đậm đà và tươi mới, êm ái như lụa cùng dư vị kéo dài đặc trưng của các loại gia vị tạo nên một dòng vodka hoàn hảo.</p>

<hr>
                </div>
                                
    </div>",,,,Hết hàng,0,,,,,,,,,,,,8000000,Vodka,,,https://ruoutaychinhhang.com/userfiles/images/SAN%20PHAM/absolut-elyx-4500ml-10.jpg,,,,,,,,,,Dung Tích,4500 ml,1,1,Nồng Độ,40%,1,1,Tuổi Rượu,,1,1,Thương Hiệu,Absolut,1,1,Xuất xứ,Thụy Điển,1,1,Phân Loại,Vodka Tinh Khiết,1,1,,,,,
